Age,Gender,Annual_Income_USD,City_Type,Daily_Commute_km,Number_of_Cars_Owned,Current_Car_Type,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Home_Charging_Possible,Environmental_Concern_Level,Subsidy_Available,Range_Anxiety_Level,Total_Charging_Stations,Income_Per_Car,Long_Commute,High_Environment,High_Range_Anxiety,Home_Charging,Government_Support,Charging_Access,Income_Environment,Commute_Range,Will_Buy_EV
50,0,58259.0,1,48.3,1.0,2,1,6,1,4.0,1,1,7,29129.5,1,1,1,1,1,3.0000000000000004,291295.0,96.6,0
65,1,111593.0,2,25.3,3.0,2,12,18,1,4.0,1,1,30,27898.25,0,1,1,1,1,14.399999999999999,557965.0,50.6,1
35,1,166757.0,2,45.7,3.0,2,13,15,0,2.0,1,1,28,41689.25,1,0,1,0,1,13.8,500271.0,91.4,1
39,0,79750.0,2,43.7,2.0,0,5,4,1,1.0,0,1,9,26583.333333333332,1,0,1,1,0,4.6,159500.0,87.4,0
58,0,103079.0,0,41.6,2.0,2,0,2,1,3.0,1,1,2,34359.666666666664,1,1,1,1,1,0.8,412316.0,83.2,0
26,1,143438.0,2,35.7,3.5,0,9,6,0,4.0,1,1,15,31875.11111111111,0,1,1,0,1,7.8,717190.0,71.4,0
33,0,101725.0,2,27.0,2.0,2,12,5,1,2.0,0,1,17,33908.333333333336,0,0,1,1,0,9.2,305175.0,54.0,0
39,1,55532.0,2,55.1,1.0,1,6,15,0,1.0,1,1,21,27766.0,1,0,1,0,1,9.6,111064.0,110.2,0
62,0,90674.0,1,47.8,1.0,1,0,9,0,5.0,1,1,9,45337.0,1,1,1,0,1,3.6,544044.0,95.6,0
53,0,109211.0,1,30.8,1.0,0,0,3,0,4.0,0,1,3,54605.5,0,1,1,0,0,1.2000000000000002,546055.0,61.6,0
41,1,91728.0,1,17.1,2.0,1,3,8,1,1.0,1,1,11,30576.0,0,0,1,1,1,5.0,183456.0,34.2,0
42,1,107418.0,1,20.9,1.0,2,5,3,1,3.0,0,1,8,53709.0,0,1,1,1,0,4.2,429672.0,41.8,0
52,1,121075.0,2,44.1,1.0,2,8,5,1,5.0,1,1,13,60537.5,1,1,1,1,1,6.8,726450.0,88.2,1
58,1,33144.0,0,18.4,2.0,2,2,2,0,5.0,0,1,4,11048.0,0,1,1,0,0,2.0,198864.0,36.8,0
39,1,76495.0,1,50.2,2.0,0,2,1,1,2.0,1,1,3,25498.333333333332,1,0,1,1,1,1.6,229485.0,100.4,0
46,0,120518.0,1,5.0,2.0,2,0,1,0,3.0,1,1,1,40172.666666666664,0,1,1,0,1,0.4,482072.0,10.0,0
50,0,92642.0,2,25.6,1.0,0,14,17,1,3.0,0,1,31,46321.0,0,1,1,1,0,15.200000000000001,370568.0,51.2,0
57,1,145403.0,2,31.5,1.0,2,2,17,0,2.0,0,1,19,72701.5,0,0,1,0,0,8.0,436209.0,63.0,0
61,1,140587.0,2,13.4,2.0,2,9,9,1,2.0,1,1,18,46862.333333333336,0,0,1,1,1,9.0,421761.0,26.8,0
25,1,103229.0,1,106.35000000000001,1.0,2,2,1,1,3.0,0,1,3,51614.5,1,1,1,1,0,1.6,412916.0,212.70000000000002,0
45,0,58652.0,1,77.6,2.0,2,7,8,1,3.0,1,1,15,19550.666666666668,1,1,1,1,1,7.4,234608.0,155.2,0
31,0,165093.0,2,63.6,1.0,1,3,14,0,1.0,0,1,17,82546.5,1,0,1,0,0,7.4,330186.0,127.2,0
37,0,95106.0,2,16.9,2.0,0,10,17,0,5.0,1,1,27,31702.0,0,1,1,0,1,12.8,570636.0,33.8,0
56,1,105071.0,2,47.4,3.0,0,13,16,0,2.0,0,1,29,26267.75,1,0,1,0,0,14.2,315213.0,94.8,0
68,1,79234.0,1,5.0,2.0,1,4,7,1,2.0,1,1,11,26411.333333333332,0,0,1,1,1,5.2,237702.0,10.0,1
55,1,75891.0,1,35.7,2.0,2,1,3,1,2.0,0,1,4,25297.0,0,0,1,1,0,1.8000000000000003,227673.0,71.4,0
65,1,86844.0,1,66.9,2.0,2,1,7,1,3.0,0,1,8,28948.0,1,1,1,1,0,3.4000000000000004,347376.0,133.8,0
29,0,68341.0,1,41.2,1.0,1,3,2,0,3.0,1,1,5,34170.5,1,1,1,0,1,2.5999999999999996,273364.0,82.4,0
49,1,151110.0,2,56.4,2.0,3,8,17,0,2.0,1,1,25,50370.0,1,0,1,0,1,11.600000000000001,453330.0,112.8,0
61,0,30000.0,2,56.8,1.0,1,11,3,1,3.0,0,1,14,15000.0,1,1,1,1,0,7.8,120000.0,113.6,0
34,1,30000.0,2,5.0,2.0,1,5,7,1,1.0,1,1,12,10000.0,0,0,1,1,1,5.800000000000001,60000.0,10.0,0
40,1,72570.0,1,14.8,2.0,3,0,3,0,1.0,1,1,3,24190.0,0,0,1,0,1,1.2000000000000002,145140.0,29.6,0
35,0,30000.0,2,5.0,2.0,2,12,17,1,4.0,0,1,29,10000.0,0,1,1,1,0,14.0,150000.0,10.0,0
55,1,41365.0,0,23.3,2.0,1,0,1,1,5.0,1,1,1,13788.333333333334,0,1,1,1,1,0.4,248190.0,46.6,0
31,0,94660.0,2,55.1,2.0,2,10,11,0,3.0,1,1,21,31553.333333333332,1,1,1,0,1,10.4,378640.0,110.2,0
67,1,70893.0,0,49.5,1.0,1,2,0,1,2.0,0,1,2,35446.5,1,0,1,1,0,1.2,212679.0,99.0,0
51,0,101720.0,2,46.8,2.0,2,7,18,0,1.0,1,1,25,33906.666666666664,1,0,1,0,1,11.4,203440.0,93.6,0
58,1,47216.0,0,42.0,3.0,2,2,1,1,2.0,0,1,3,11804.0,1,0,1,1,0,1.6,141648.0,84.0,0
25,0,79595.0,2,43.9,2.0,2,7,17,1,5.0,1,1,24,26531.666666666668,1,1,1,1,1,11.0,477570.0,87.8,1
47,1,108244.0,1,26.2,2.0,2,1,5,1,1.0,1,1,6,36081.333333333336,0,0,1,1,1,2.6,216488.0,52.4,0
54,1,62705.0,0,58.3,1.0,2,0,1,1,1.0,1,1,1,31352.5,1,0,1,1,1,0.4,125410.0,116.6,0
56,1,51741.0,2,24.3,2.0,3,6,4,1,1.0,1,1,10,17247.0,0,0,1,1,1,5.199999999999999,103482.0,48.6,0
47,1,128293.0,2,63.2,1.0,2,14,12,0,4.0,0,1,26,64146.5,1,1,1,0,0,13.200000000000001,641465.0,126.4,0
51,0,104990.0,2,33.0,1.0,0,4,7,0,5.0,0,1,11,52495.0,0,1,1,0,0,5.2,629940.0,66.0,0
28,0,95621.0,2,5.3,2.0,2,7,9,0,3.0,0,1,16,31873.666666666668,0,1,1,0,0,7.800000000000001,382484.0,10.6,0
34,1,132496.0,2,5.0,2.0,3,4,18,0,2.0,0,1,22,44165.333333333336,0,0,1,0,0,9.6,397488.0,10.0,0
54,0,96613.0,0,20.0,2.0,3,1,2,1,1.0,1,1,3,32204.333333333332,0,0,1,1,1,1.4,193226.0,40.0,0
67,1,121025.0,2,42.5,1.0,1,14,7,0,5.0,1,1,21,60512.5,1,1,1,0,1,11.200000000000001,726150.0,85.0,1
26,1,101603.0,1,65.9,2.0,2,3,7,1,2.0,0,1,10,33867.666666666664,1,0,1,1,0,4.6,304809.0,131.8,0
40,1,66408.0,2,32.3,1.0,3,7,7,1,2.0,1,1,14,33204.0,0,0,1,1,1,7.0,199224.0,64.6,0
68,0,46929.0,0,36.9,1.0,2,0,2,1,5.0,1,1,2,23464.5,0,1,1,1,1,0.8,281574.0,73.8,0
63,0,99359.0,0,14.0,3.5,0,2,2,1,1.0,1,1,4,22079.777777777777,0,0,1,1,1,2.0,198718.0,28.0,0
26,1,107315.0,2,59.3,3.5,1,4,11,0,4.0,0,1,15,23847.777777777777,1,1,1,0,0,6.800000000000001,536575.0,118.6,0
35,0,48028.0,1,18.8,3.0,0,0,1,1,2.0,1,1,1,12007.0,0,0,1,1,1,0.4,144084.0,37.6,0
47,1,30000.0,1,44.9,2.0,1,2,4,1,4.0,1,1,6,10000.0,1,1,1,1,1,2.8,150000.0,89.8,0
59,0,78418.0,1,45.8,1.0,1,0,5,1,2.0,1,1,5,39209.0,1,0,1,1,1,2.0,235254.0,91.6,0
36,1,86831.0,2,21.9,2.0,0,5,17,0,5.0,1,1,22,28943.666666666668,0,1,1,0,1,9.8,520986.0,43.8,1
57,0,85513.0,2,40.2,2.0,1,12,11,1,1.0,1,1,23,28504.333333333332,1,0,1,1,1,11.6,171026.0,80.4,0
28,1,66646.0,1,32.4,2.0,1,0,8,1,5.0,1,1,8,22215.333333333332,0,1,1,1,1,3.2,399876.0,64.8,0
68,1,96854.0,2,59.7,3.0,3,12,11,0,2.0,1,1,23,24213.5,1,0,1,0,1,11.6,290562.0,119.4,0
56,1,121778.0,1,52.4,1.0,3,1,1,0,3.0,0,1,2,60889.0,1,1,1,0,0,1.0,487112.0,104.8,0
55,1,85475.0,2,24.3,3.0,2,3,13,0,3.0,0,1,16,21368.75,0,1,1,0,0,7.0,341900.0,48.6,0
64,0,72649.0,2,61.1,2.0,2,11,19,1,4.0,0,1,30,24216.333333333332,1,1,1,1,0,14.2,363245.0,122.2,0
41,0,51280.0,1,21.3,2.0,2,4,7,1,1.0,0,1,11,17093.333333333332,0,0,1,1,0,5.2,102560.0,42.6,0
41,0,85913.0,1,61.2,1.0,2,7,8,1,5.0,0,1,15,42956.5,1,1,1,1,0,7.4,515478.0,122.4,0
55,1,61100.0,1,95.9,1.0,1,3,1,1,3.0,1,1,4,30550.0,1,1,1,1,1,2.1999999999999997,244400.0,191.8,0
50,0,120602.0,1,106.35000000000001,3.0,1,3,2,1,5.0,0,1,5,30150.5,1,1,1,1,0,2.5999999999999996,723612.0,212.70000000000002,0
67,0,89340.0,1,40.2,2.0,1,5,6,1,2.0,0,1,11,29780.0,1,0,1,1,0,5.4,268020.0,80.4,0
35,1,92040.0,2,61.9,1.0,2,14,14,1,5.0,0,1,28,46020.0,1,1,1,1,0,14.0,552240.0,123.8,0
47,0,110708.0,1,11.4,1.0,1,3,3,1,3.0,1,1,6,55354.0,0,1,1,1,1,3.0,442832.0,22.8,1
58,1,72683.0,2,39.3,3.5,1,8,15,1,2.0,1,1,23,16151.777777777777,0,0,1,1,1,10.8,218049.0,78.6,1
63,2,154551.0,1,51.9,2.0,2,2,9,0,3.0,1,1,11,51517.0,1,1,1,0,1,4.8,618204.0,103.8,1
49,1,135170.0,1,38.9,1.0,2,4,6,1,5.0,1,1,10,67585.0,0,1,1,1,1,4.800000000000001,811020.0,77.8,1
55,1,96915.0,2,18.4,1.0,1,7,11,1,4.0,0,1,18,48457.5,0,1,1,1,0,8.600000000000001,484575.0,36.8,0
68,0,128801.0,0,35.4,1.0,1,0,0,1,5.0,1,1,0,64400.5,0,1,1,1,1,0.0,772806.0,70.8,1
39,0,84164.0,1,39.2,1.0,1,2,2,0,5.0,1,1,4,42082.0,0,1,1,0,1,2.0,504984.0,78.4,0
64,1,110595.0,0,30.3,1.0,2,0,0,1,2.0,0,1,0,55297.5,0,0,1,1,0,0.0,331785.0,60.6,0
32,1,69719.0,0,71.4,1.0,1,2,2,1,3.0,1,1,4,34859.5,1,1,1,1,1,2.0,278876.0,142.8,1
44,0,147129.0,1,71.8,2.0,1,1,8,1,1.0,1,1,9,49043.0,1,0,1,1,1,3.8000000000000003,294258.0,143.6,0
36,1,42205.0,1,40.9,2.0,2,6,7,1,5.0,1,1,13,14068.333333333334,1,1,1,1,1,6.4,253230.0,81.8,1
42,0,102769.0,2,32.4,2.0,2,10,5,1,5.0,1,1,15,34256.333333333336,0,1,1,1,1,8.0,616614.0,64.8,1
32,0,104625.0,0,37.8,2.0,0,1,1,1,4.0,0,1,2,34875.0,0,1,1,1,0,1.0,523125.0,75.6,0
48,0,84708.0,2,38.6,3.0,2,3,8,0,1.0,1,1,11,21177.0,0,0,1,0,1,5.0,169416.0,77.2,0
64,1,69957.0,1,21.1,2.0,1,7,7,1,4.0,0,1,14,23319.0,0,1,1,1,0,7.0,349785.0,42.2,0
54,0,134362.0,1,106.35000000000001,2.0,1,5,4,1,3.0,1,1,9,44787.333333333336,1,1,1,1,1,4.6,537448.0,212.70000000000002,1
37,0,120423.0,2,70.3,1.0,1,12,15,1,3.0,0,1,27,60211.5,1,1,1,1,0,13.2,481692.0,140.6,0
53,1,84609.0,0,80.3,2.0,0,1,1,1,3.0,1,1,2,28203.0,1,1,1,1,1,1.0,338436.0,160.6,0
45,1,57898.0,2,5.0,2.0,0,7,15,1,5.0,1,1,22,19299.333333333332,0,1,1,1,1,10.2,347388.0,10.0,1
65,0,91032.0,2,40.4,2.0,2,13,16,0,2.0,1,1,29,30344.0,1,0,1,0,1,14.2,273096.0,80.8,0
47,0,174521.0,2,79.5,1.0,2,10,8,0,1.0,0,1,18,87260.5,1,0,1,0,0,9.2,349042.0,159.0,0
31,1,42833.0,1,77.7,2.0,3,7,5,1,1.0,1,1,12,14277.666666666666,1,0,1,1,1,6.2,85666.0,155.4,0
35,1,129664.0,1,14.1,2.0,1,5,9,1,2.0,1,1,14,43221.333333333336,0,0,1,1,1,6.6,388992.0,28.2,1
69,1,94936.0,2,41.2,1.0,0,8,4,1,3.0,0,1,12,47468.0,1,1,1,1,0,6.4,379744.0,82.4,0
40,1,116472.0,2,5.0,3.5,1,10,13,1,2.0,0,1,23,25882.666666666668,0,0,1,1,0,11.2,349416.0,10.0,0
56,0,80209.0,2,9.3,2.0,2,9,13,0,3.0,0,1,22,26736.333333333332,0,1,1,0,0,10.6,320836.0,18.6,0
48,1,62412.0,0,30.3,1.0,1,2,1,1,1.0,0,1,3,31206.0,0,0,1,1,0,1.6,124824.0,60.6,0
41,0,49809.0,1,34.8,3.0,1,1,5,1,2.0,0,1,6,12452.25,0,0,1,1,0,2.6,149427.0,69.6,0
56,0,59534.0,2,60.7,3.5,1,12,5,1,3.0,0,1,17,13229.777777777777,1,1,1,1,0,9.2,238136.0,121.4,0
51,0,88742.0,2,74.3,2.0,2,3,10,1,1.0,0,1,13,29580.666666666668,1,0,1,1,0,5.8,177484.0,148.6,0
51,1,84529.0,1,36.7,1.0,2,0,7,1,2.0,1,1,7,42264.5,0,0,1,1,1,2.8000000000000003,253587.0,73.4,0
40,1,62210.0,2,40.2,2.0,2,11,11,0,2.0,1,1,22,20736.666666666668,1,0,1,0,1,11.0,186630.0,80.4,0
55,0,65737.0,1,19.4,2.0,1,2,4,1,2.0,1,1,6,21912.333333333332,0,0,1,1,1,2.8,197211.0,38.8,0
67,1,62724.0,2,31.5,2.0,1,14,14,0,3.0,1,1,28,20908.0,0,1,1,0,1,14.0,250896.0,63.0,0
26,1,69825.0,1,60.4,3.0,2,2,3,0,5.0,1,1,5,17456.25,1,1,1,0,1,2.4000000000000004,418950.0,120.8,1
46,1,32282.0,2,67.2,1.0,1,10,8,0,3.0,1,1,18,16141.0,1,1,1,0,1,9.2,129128.0,134.4,0
59,0,85720.0,2,44.7,1.0,0,6,15,1,5.0,0,1,21,42860.0,1,1,1,1,0,9.6,514320.0,89.4,0
51,0,43864.0,2,28.4,3.0,1,4,9,0,2.0,0,1,13,10966.0,0,0,1,0,0,6.0,131592.0,56.8,0
42,0,80675.0,2,85.9,2.0,2,11,19,0,2.0,1,1,30,26891.666666666668,1,0,1,0,1,14.2,242025.0,171.8,0
67,0,118144.0,2,41.3,1.0,1,11,7,1,1.0,1,1,18,59072.0,1,0,1,1,1,9.4,236288.0,82.6,0
40,0,84708.0,0,76.7,3.0,1,2,3,1,1.0,1,1,5,21177.0,1,0,1,1,1,2.4000000000000004,169416.0,153.4,0
54,1,119293.0,2,42.9,3.0,0,11,4,0,1.0,1,1,15,29823.25,1,0,1,0,1,8.2,238586.0,85.8,0
55,1,60892.0,2,55.9,2.0,2,11,6,0,4.0,1,1,17,20297.333333333332,1,1,1,0,1,9.0,304460.0,111.8,0
53,2,73327.0,1,62.3,3.0,0,6,4,0,4.0,1,1,10,18331.75,1,1,1,0,1,5.199999999999999,366635.0,124.6,0
59,1,94651.0,0,52.3,2.0,0,1,1,1,1.0,1,1,2,31550.333333333332,1,0,1,1,1,1.0,189302.0,104.6,0
34,0,101036.0,2,58.7,2.0,0,7,13,1,1.0,1,1,20,33678.666666666664,1,0,1,1,1,9.4,202072.0,117.4,0
67,1,44146.0,2,34.0,3.0,2,12,19,1,5.0,0,1,31,11036.5,0,1,1,1,0,14.8,264876.0,68.0,0
38,1,94814.0,2,65.4,2.0,3,12,19,0,1.0,1,1,31,31604.666666666668,1,0,1,0,1,14.8,189628.0,130.8,0
52,1,103598.0,2,5.0,1.0,2,2,4,0,2.0,1,1,6,51799.0,0,0,1,0,1,2.8,310794.0,10.0,1
37,1,94223.0,2,43.1,1.0,2,9,17,1,3.0,1,1,26,47111.5,1,1,1,1,1,12.2,376892.0,86.2,1
25,1,121810.0,2,29.3,2.0,0,14,8,0,4.0,0,1,22,40603.333333333336,0,1,1,0,0,11.600000000000001,609050.0,58.6,0
46,0,80577.0,2,45.8,2.0,1,4,11,0,1.0,1,1,15,26859.0,1,0,1,0,1,6.800000000000001,161154.0,91.6,0
29,1,99724.0,2,82.7,1.0,1,2,17,1,4.0,0,1,19,49862.0,1,1,1,1,0,8.0,498620.0,165.4,0
59,0,130373.0,2,45.3,1.0,1,6,7,0,2.0,1,1,13,65186.5,1,0,1,0,1,6.4,391119.0,90.6,0
48,0,68898.0,1,66.3,1.0,0,2,5,1,5.0,1,1,7,34449.0,1,1,1,1,1,3.2,413388.0,132.6,1
39,1,168012.0,1,89.9,1.0,3,0,5,1,2.0,0,1,5,84006.0,1,0,1,1,0,2.0,504036.0,179.8,0
53,1,73928.0,1,31.7,2.0,0,7,2,1,3.0,0,1,9,24642.666666666668,0,1,1,1,0,5.0,295712.0,63.4,0
50,1,106227.0,1,44.4,2.0,2,3,9,1,5.0,1,1,12,35409.0,1,1,1,1,1,5.4,637362.0,88.8,1
43,1,101008.0,2,68.4,1.0,1,13,5,1,5.0,0,1,18,50504.0,1,1,1,1,0,9.8,606048.0,136.8,1
41,1,81165.0,1,5.0,1.0,2,0,8,1,2.0,1,1,8,40582.5,0,0,1,1,1,3.2,243495.0,10.0,1
50,0,113263.0,0,35.1,3.0,1,0,2,1,4.0,1,1,2,28315.75,0,1,1,1,1,0.8,566315.0,70.2,1
40,1,78590.0,0,79.8,2.0,1,2,1,1,2.0,1,1,3,26196.666666666668,1,0,1,1,1,1.6,235770.0,159.6,0
46,0,40751.0,1,29.0,1.0,0,2,2,1,2.0,0,1,4,20375.5,0,0,1,1,0,2.0,122253.0,58.0,0
63,0,100176.0,2,79.5,3.0,1,13,10,0,4.0,1,1,23,25044.0,1,1,1,0,1,11.8,500880.0,159.0,0
26,0,129682.0,1,29.6,2.0,2,2,6,1,3.0,0,1,8,43227.333333333336,0,1,1,1,0,3.6000000000000005,518728.0,59.2,1
49,0,73881.0,1,48.2,3.0,1,2,6,0,5.0,1,1,8,18470.25,1,1,1,0,1,3.6000000000000005,443286.0,96.4,0
64,1,108094.0,2,6.2,2.0,2,13,6,1,4.0,1,1,19,36031.333333333336,0,1,1,1,1,10.2,540470.0,12.4,1
48,1,31810.0,2,27.1,3.5,2,3,8,0,3.0,1,1,11,7068.888888888889,0,1,1,0,1,5.0,127240.0,54.2,0
39,0,59191.0,0,31.6,2.0,2,2,3,1,1.0,0,1,5,19730.333333333332,0,0,1,1,0,2.4000000000000004,118382.0,63.2,0
39,0,129544.0,2,42.2,3.5,2,5,7,0,1.0,1,1,12,28787.555555555555,1,0,1,0,1,5.800000000000001,259088.0,84.4,0
64,0,97645.0,0,46.6,1.0,2,0,0,1,2.0,1,1,0,48822.5,1,0,1,1,1,0.0,292935.0,93.2,0
29,0,96573.0,1,5.0,2.0,3,4,9,1,3.0,0,1,13,32191.0,0,1,1,1,0,6.0,386292.0,10.0,0
58,0,30056.0,0,61.5,2.0,1,2,2,0,3.0,1,1,4,10018.666666666666,1,1,1,0,1,2.0,120224.0,123.0,0
32,0,119397.0,2,80.8,1.0,2,7,4,1,1.0,0,1,11,59698.5,1,0,1,1,0,5.800000000000001,238794.0,161.6,0
66,1,30000.0,2,78.6,2.0,2,13,8,0,2.0,0,1,21,10000.0,1,0,1,0,0,11.0,90000.0,157.2,0
27,0,84708.0,0,14.1,3.0,0,2,1,1,4.0,1,1,3,21177.0,0,1,1,1,1,1.6,423540.0,28.2,1
27,0,34544.0,1,83.5,1.0,0,7,1,0,2.0,1,1,8,17272.0,1,0,1,0,1,4.6000000000000005,103632.0,167.0,0
40,1,79198.0,2,33.0,1.0,1,14,5,0,2.0,1,1,19,39599.0,0,0,1,0,1,10.4,237594.0,66.0,0
41,1,80833.0,1,47.4,2.0,1,3,6,1,5.0,0,1,9,26944.333333333332,1,1,1,1,0,4.2,484998.0,94.8,0
36,0,92808.0,0,37.8,2.0,2,1,2,1,5.0,0,1,3,30936.0,0,1,1,1,0,1.4,556848.0,75.6,0
46,1,70041.0,1,38.7,2.0,1,1,4,1,3.0,1,1,5,23347.0,0,1,1,1,1,2.2,280164.0,77.4,1
42,1,129028.0,1,10.4,2.0,3,2,6,1,1.0,1,1,8,43009.333333333336,0,0,1,1,1,3.6000000000000005,258056.0,20.8,1
33,1,100941.0,0,45.9,2.0,1,2,0,1,4.0,0,1,2,33647.0,1,1,1,1,0,1.2,504705.0,91.8,0
48,2,36229.0,1,24.3,2.0,3,2,4,1,5.0,1,1,6,12076.333333333334,0,1,1,1,1,2.8,217374.0,48.6,0
40,1,56353.0,0,56.9,1.0,0,0,2,1,4.0,1,1,2,28176.5,1,1,1,1,1,0.8,281765.0,113.8,0
54,1,144692.0,2,39.3,2.0,2,9,12,0,2.0,0,1,21,48230.666666666664,0,0,1,0,0,10.2,434076.0,78.6,0
42,1,32508.0,2,42.1,3.0,2,5,12,0,5.0,0,1,17,8127.0,1,1,1,0,0,7.800000000000001,195048.0,84.2,0
59,0,34451.0,0,21.3,1.0,0,0,3,1,4.0,0,1,3,17225.5,0,1,1,1,0,1.2000000000000002,172255.0,42.6,0
49,1,103090.0,0,53.4,2.0,0,2,3,1,4.0,1,1,5,34363.333333333336,1,1,1,1,1,2.4000000000000004,515450.0,106.8,1
48,1,30000.0,2,24.4,1.0,1,7,19,0,5.0,0,1,26,15000.0,0,1,1,0,0,11.8,180000.0,48.8,0
50,0,84851.0,2,35.0,1.0,1,5,4,0,1.0,1,1,9,42425.5,0,0,1,0,1,4.6,169702.0,70.0,0
25,1,91022.0,0,53.3,3.0,2,0,1,1,2.0,1,1,1,22755.5,1,0,1,1,1,0.4,273066.0,106.6,0
51,1,62266.0,0,15.0,2.0,3,2,0,1,2.0,1,1,2,20755.333333333332,0,0,1,1,1,1.2,186798.0,30.0,0
50,1,111539.0,2,76.1,2.0,2,13,6,0,1.0,0,1,19,37179.666666666664,1,0,1,0,0,10.2,223078.0,152.2,0
48,2,30000.0,2,5.0,2.0,1,8,10,1,5.0,1,1,18,10000.0,0,1,1,1,1,8.8,180000.0,10.0,0
43,1,77433.0,1,5.0,1.0,2,3,5,1,3.0,0,1,8,38716.5,0,1,1,1,0,3.8,309732.0,10.0,0
57,1,89831.0,2,11.0,3.5,1,14,14,0,1.0,1,1,28,19962.444444444445,0,0,1,0,1,14.0,179662.0,22.0,0
56,0,90936.0,2,60.2,2.0,1,11,18,0,5.0,0,1,29,30312.0,1,1,1,0,0,13.8,545616.0,120.4,0
35,0,98359.0,2,44.7,3.5,2,6,19,1,5.0,0,1,25,21857.555555555555,1,1,1,1,0,11.2,590154.0,89.4,0
37,1,108831.0,2,32.8,2.0,1,6,18,0,2.0,1,1,24,36277.0,0,0,1,0,1,10.8,326493.0,65.6,0
47,0,112447.0,0,7.7,2.0,1,0,1,1,2.0,1,1,1,37482.333333333336,0,0,1,1,1,0.4,337341.0,15.4,0
41,0,67379.0,0,10.6,2.0,2,2,0,1,1.0,0,1,2,22459.666666666668,0,0,1,1,0,1.2,134758.0,21.2,0
60,0,66190.0,2,9.2,3.0,1,3,14,1,4.0,1,1,17,16547.5,0,1,1,1,1,7.4,330950.0,18.4,1
61,2,85104.0,2,20.0,1.0,2,5,14,0,4.0,1,1,19,42552.0,0,1,1,0,1,8.600000000000001,425520.0,40.0,1
38,0,86437.0,1,23.9,1.0,3,5,9,1,2.0,0,1,14,43218.5,0,0,1,1,0,6.6,259311.0,47.8,0
51,0,124570.0,2,26.0,1.0,2,8,5,0,1.0,1,1,13,62285.0,0,0,1,0,1,6.8,249140.0,52.0,0
32,1,51005.0,0,34.9,2.0,2,0,0,1,3.0,1,1,0,17001.666666666668,0,1,1,1,1,0.0,204020.0,69.8,0
45,1,76537.0,1,25.7,2.0,1,3,6,0,4.0,0,1,9,25512.333333333332,0,1,1,0,0,4.2,382685.0,51.4,0
46,0,75277.0,2,40.7,3.0,1,12,9,0,1.0,0,1,21,18819.25,1,0,1,0,0,10.799999999999999,150554.0,81.4,0
69,1,86822.0,0,35.7,2.0,0,1,2,1,1.0,0,1,3,28940.666666666668,0,0,1,1,0,1.4,173644.0,71.4,0
38,0,139919.0,0,29.8,1.0,2,1,1,1,1.0,0,1,2,69959.5,0,0,1,1,0,1.0,279838.0,59.6,0
33,1,49491.0,1,49.3,2.0,2,4,2,1,4.0,0,1,6,16497.0,1,1,1,1,0,3.2,247455.0,98.6,0
55,1,97805.0,1,43.6,2.0,1,0,6,1,3.0,0,1,6,32601.666666666668,1,1,1,1,0,2.4000000000000004,391220.0,87.2,0
59,0,116998.0,1,36.8,3.0,1,3,3,1,2.0,1,1,6,29249.5,0,0,1,1,1,3.0,350994.0,73.6,1
29,0,116796.0,1,68.1,2.0,1,0,2,1,1.0,1,1,2,38932.0,1,0,1,1,1,0.8,233592.0,136.2,0
62,0,86092.0,2,36.9,2.0,2,14,8,0,5.0,0,1,22,28697.333333333332,0,1,1,0,0,11.600000000000001,516552.0,73.8,0
40,1,61385.0,2,36.5,1.0,2,3,10,0,2.0,0,1,13,30692.5,0,0,1,0,0,5.8,184155.0,73.0,0
67,0,30000.0,1,11.4,1.0,1,3,5,1,1.0,1,1,8,15000.0,0,0,1,1,1,3.8,60000.0,22.8,0
43,0,85464.0,1,79.8,1.0,2,3,2,0,1.0,0,1,5,42732.0,1,0,1,0,0,2.5999999999999996,170928.0,159.6,0
36,1,99209.0,0,14.6,1.0,1,0,3,1,5.0,1,1,3,49604.5,0,1,1,1,1,1.2000000000000002,595254.0,29.2,0
56,1,51331.0,2,75.7,2.0,2,4,6,0,1.0,0,1,10,17110.333333333332,1,0,1,0,0,4.800000000000001,102662.0,151.4,0
27,0,95524.0,2,24.2,2.0,1,8,17,1,5.0,1,1,25,31841.333333333332,0,1,1,1,1,11.600000000000001,573144.0,48.4,0
38,1,100063.0,2,50.2,1.0,2,10,9,0,1.0,0,1,19,50031.5,1,0,1,0,0,9.6,200126.0,100.4,0
46,1,90753.0,2,57.9,2.0,0,3,17,0,1.0,0,1,20,30251.0,1,0,1,0,0,8.600000000000001,181506.0,115.8,0
27,1,62794.0,2,30.4,2.0,2,4,17,0,5.0,1,1,21,20931.333333333332,0,1,1,0,1,9.200000000000001,376764.0,60.8,0
41,0,130037.0,1,20.6,2.0,0,0,9,0,5.0,0,1,9,43345.666666666664,0,1,1,0,0,3.6,780222.0,41.2,0
68,1,30000.0,2,61.1,3.0,1,13,5,1,5.0,0,1,18,7500.0,1,1,1,1,0,9.8,180000.0,122.2,0
62,1,112848.0,1,25.5,2.0,2,4,5,1,1.0,0,1,9,37616.0,0,0,1,1,0,4.4,225696.0,51.0,0
37,1,84887.0,2,11.0,1.0,1,9,6,0,5.0,0,1,15,42443.5,0,1,1,0,0,7.8,509322.0,22.0,0
56,0,51804.0,2,29.4,2.0,3,6,6,0,1.0,0,1,12,17268.0,0,0,1,0,0,6.0,103608.0,58.8,0
